College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Salary
CLG0065,114,8.21,7.91,9,No,5,1,5,No,618026.9859746007
CLG0097,132,9.77,9.97,3,No,7,9,3,Yes,773577.6211442278
CLG0071,88,9.2,9.54,6,No,6,6,2,No,675701.6157220334
CLG0067,113,7.13,7.17,7,Yes,3,2,3,No,599962.982083851
CLG0071,102,8.22,8.04,3,Yes,4,1,4,No,602074.3219100168
CLG0001,132,5.89,5.87,5,No,7,1,4,No,567710.9231274311
CLG0097,87,7.8,7.81,1,No,5,2,1,No,583665.3266078437
CLG0071,87,9.91,9.81,3,Yes,7,9,3,Yes,657016.0145002456
CLG0004,91,7.59,8.02,8,No,5,2,1,No,589035.7746193623
CLG0082,68,9.64,9.88,3,No,7,1,0,No,622803.0458615418
CLG0037,92,7.04,6.78,8,Yes,3,4,2,No,522676.11462915415
CLG0014,88,9.99,10.08,9,No,9,9,1,No,684901.3561237722
CLG0079,102,7.9,8.09,6,Yes,1,8,1,No,605617.001525388
CLG0025,105,5.21,4.85,7,No,2,7,1,No,455942.71617078787
CLG0082,128,7.93,7.79,6,No,4,8,5,Yes,642780.501888345
CLG0004,114,6.37,6.78,8,No,3,2,1,No,554362.2082594561
CLG0066,91,5.16,5.23,7,No,4,5,5,No,442166.60389463743
CLG0043,86,9.1,8.82,10,No,0,7,4,No,606141.3409300721
CLG0026,107,6.38,6.0,1,No,0,1,2,No,515007.52155544993
CLG0084,80,8.98,9.0,3,Yes,1,6,0,No,616782.7856309377
CLG0015,127,6.44,6.49,3,No,10,7,2,No,577118.2174093961
CLG0006,117,5.97,5.8,3,No,1,8,1,No,526117.1976477039
CLG0037,92,9.87,10.0,4,Yes,7,5,4,No,688723.0188191726
CLG0043,74,6.81,6.38,1,No,9,8,0,No,470941.24035450583
CLG0042,120,8.01,7.66,2,Yes,3,10,5,Yes,635901.4779296434
CLG0013,98,8.05,8.1,5,No,5,1,1,No,601580.102032121
CLG0016,118,7.8,7.36,6,Yes,1,4,5,No,611699.4249059563
CLG0042,76,9.57,9.95,9,Yes,0,6,1,No,655190.1044856777
CLG0038,91,8.37,8.01,2,No,6,4,3,No,587025.7941814697
CLG0066,100,7.02,7.19,9,No,3,5,2,No,558787.10189658
CLG0065,100,9.31,9.2,7,No,3,2,2,No,664825.74236511
CLG0005,93,5.91,5.81,9,No,1,7,2,No,474532.9731726302
CLG0030,109,7.72,7.98,4,Yes,8,9,3,No,620966.5186973036
CLG0095,83,9.75,9.75,7,Yes,1,7,4,No,654062.0884685238
CLG0043,97,8.13,8.36,1,Yes,4,1,4,No,614629.4095080899
CLG0032,101,9.08,9.09,8,No,5,2,4,No,645970.1402845694
CLG0067,107,8.27,8.36,7,Yes,2,8,5,Yes,632634.2004762008
CLG0067,110,9.2,9.46,7,No,10,1,0,No,697538.4243173765
CLG0042,83,9.72,9.83,2,Yes,2,2,3,No,659215.5869712416
CLG0005,76,6.36,6.48,10,Yes,5,5,3,No,474600.51913324266
CLG0099,119,5.85,6.14,9,Yes,4,6,4,No,535897.9145985948
CLG0086,104,7.42,7.87,8,No,4,1,4,No,593605.3108153874
CLG0096,88,8.51,8.39,1,Yes,4,1,4,No,591173.9858520359
CLG0059,123,6.14,6.22,1,Yes,8,2,3,No,559510.0348556705
CLG0023,101,5.02,4.61,5,No,7,3,4,No,448910.4643965598
CLG0008,117,6.71,6.57,2,Yes,3,9,2,Yes,562729.5125184696
CLG0068,101,9.84,9.75,1,No,5,3,4,No,700425.8966478864
CLG0070,130,8.47,8.81,10,No,4,8,2,Yes,694338.7492537143
CLG0091,126,7.01,7.02,8,Yes,10,6,1,No,605007.5465530218
CLG0019,96,5.96,6.19,4,No,5,10,1,No,506099.8820908744
CLG0044,114,6.78,6.3,2,No,10,5,3,No,540282.8283587276
CLG0093,109,5.85,5.81,5,No,7,9,0,No,517189.9134404351
CLG0038,120,5.53,5.93,6,Yes,5,8,5,Yes,542485.326965972
CLG0044,85,9.53,9.25,8,Yes,5,3,1,No,632869.9302798569
CLG0006,110,9.99,9.52,7,No,1,7,3,No,689478.6014964569
CLG0003,115,5.82,5.75,7,Yes,6,4,3,No,494106.7076305553
CLG0096,73,5.27,5.47,1,No,2,8,2,No,426247.36874693807
CLG0080,82,6.65,6.6,3,No,6,7,2,No,500906.38469138416
CLG0033,69,7.31,7.27,3,Yes,4,3,4,No,503785.37592497526
CLG0066,95,6.02,6.19,7,No,3,7,5,No,516860.1180095857
CLG0058,110,6.51,6.26,2,Yes,9,6,1,No,525707.9100148529
CLG0026,122,6.0,6.25,10,Yes,0,6,2,No,557955.0951551999
CLG0099,101,8.87,8.52,7,No,7,10,0,No,640758.7170400016
CLG0028,124,8.56,8.46,9,Yes,1,3,5,Yes,666902.7652219174
CLG0043,79,8.17,8.33,1,No,9,4,3,No,568065.7182665018
CLG0075,74,6.94,7.27,2,No,7,4,5,No,514333.4143931725
CLG0088,99,9.55,9.84,6,No,6,6,4,No,695687.2892588772
CLG0016,105,9.85,10.07,2,No,2,9,2,Yes,713981.1430887824
CLG0089,99,5.87,5.73,2,Yes,10,5,2,No,494990.2615412083
CLG0023,68,6.12,5.74,5,No,6,8,2,No,407924.0267251743
CLG0059,98,7.63,7.35,7,No,0,5,5,No,551665.6858433766
CLG0035,80,5.46,5.82,4,Yes,4,6,1,No,450510.48812503606
CLG0089,110,7.18,7.54,6,Yes,1,6,5,No,595035.9437453886
CLG0041,105,7.91,8.36,3,No,1,4,2,No,622118.7806273699
CLG0097,85,7.61,7.19,4,Yes,2,10,5,No,538327.917474764
CLG0022,92,6.65,6.69,4,No,6,10,3,No,518219.9453582592
CLG0074,84,7.71,7.86,4,No,1,5,2,No,574052.0369123878
CLG0001,99,9.79,10.0,1,Yes,3,4,5,No,695763.9708294907
CLG0046,114,6.03,6.17,4,No,3,2,0,No,552321.0337351828
CLG0022,85,8.27,8.54,4,Yes,0,2,2,No,589154.1161961156
CLG0032,107,5.22,5.08,6,Yes,6,8,4,No,455110.9516021504
CLG0087,92,5.33,5.01,9,No,3,4,4,No,434446.2355039154
CLG0030,88,7.76,7.46,10,Yes,0,9,0,No,559478.0392907063
CLG0087,98,5.52,5.03,6,No,2,6,4,No,464349.27261235676
CLG0043,84,5.11,4.96,6,No,7,5,1,No,405724.26577922446
CLG0012,91,5.86,5.45,7,No,3,7,3,No,449034.3078893556
CLG0083,82,7.82,7.64,7,Yes,0,6,3,No,532506.1125964615
CLG0071,129,8.52,8.65,1,No,6,4,1,No,698800.0597563884
CLG0027,100,6.01,6.4,8,No,7,10,4,No,517840.67543493496
CLG0026,89,8.34,8.68,1,No,4,9,0,No,624064.9952353539
CLG0018,103,5.91,5.66,9,Yes,8,6,0,No,488056.1170040046
CLG0092,98,8.07,7.7,4,No,6,3,3,No,578937.1417877681
CLG0075,96,7.06,6.75,9,No,3,4,5,No,532541.6015960636
CLG0066,109,8.27,8.74,8,No,8,4,0,No,649681.0012833774
CLG0081,111,9.98,10.03,9,Yes,5,8,1,Yes,717071.5253418433
CLG0061,92,9.69,9.37,6,Yes,10,5,3,No,659936.4463287835
CLG0046,91,5.02,5.36,9,Yes,7,8,2,No,454074.3073853594
CLG0029,95,9.43,9.33,4,Yes,1,8,1,No,667419.9766180892
CLG0032,65,5.33,5.73,3,Yes,4,6,1,No,427496.0100572912
CLG0015,77,9.77,9.53,3,No,2,5,0,No,628869.6191625142
CLG0060,120,6.41,6.3,8,No,4,2,5,No,560105.9407481567
CLG0082,124,6.91,6.91,2,Yes,7,1,0,No,603385.6217225321
CLG0028,96,5.46,5.85,6,No,5,7,0,No,490468.72453660105
CLG0027,108,5.56,5.93,9,Yes,0,10,2,No,528483.29115932
CLG0041,104,8.63,8.7,9,No,6,10,1,No,637077.7518703638
CLG0047,146,9.72,9.44,8,Yes,9,7,4,Yes,780461.038709943
CLG0033,116,8.05,7.95,8,Yes,0,2,3,No,615800.2390715678
CLG0044,98,8.58,9.06,1,Yes,0,3,0,No,672256.9773543255
CLG0050,85,8.81,8.92,7,No,3,8,0,No,611157.4536824401
CLG0010,75,6.31,6.59,1,No,8,4,1,No,488971.17839773657
CLG0024,103,5.23,5.18,9,No,7,5,2,No,481624.1239972829
CLG0034,88,5.01,5.04,3,No,9,7,0,No,415463.8959330407
CLG0091,78,6.75,6.68,1,No,2,8,2,No,468492.41103317874
CLG0020,90,6.21,6.41,8,No,5,1,2,No,499340.46834395075
CLG0025,83,5.31,5.66,7,No,0,7,4,No,458873.6847133976
CLG0055,125,5.9,5.91,2,Yes,9,3,2,No,526677.4864671578
CLG0090,113,5.62,5.6,7,Yes,0,5,4,No,504060.27910157316
CLG0043,99,9.57,9.41,5,No,5,1,3,No,662791.0611906311
CLG0053,122,5.7,5.38,7,No,4,3,2,No,509417.745018015
CLG0085,101,7.69,8.13,10,Yes,5,5,3,No,608063.1974005585
CLG0050,87,7.97,7.79,7,No,8,1,2,No,560380.3346802243
CLG0055,122,7.72,8.02,2,Yes,4,2,4,Yes,656819.1663808177
CLG0013,108,5.5,5.72,2,No,1,3,4,No,509074.7568120134
CLG0049,84,6.59,6.88,7,Yes,0,8,3,No,501126.1864151002
CLG0097,97,5.26,5.7,3,Yes,10,5,1,No,481124.5609088923
CLG0010,86,6.98,7.1,4,No,1,5,1,No,556903.3993628904
CLG0092,79,5.94,6.34,7,No,7,3,1,No,463149.47246626846
CLG0097,113,7.81,7.48,2,No,0,9,2,Yes,592675.1531549889
CLG0011,128,8.46,8.59,2,No,5,9,1,Yes,679351.7356409783
CLG0078,79,7.66,7.93,9,No,4,2,3,No,562621.6504199322
CLG0084,108,7.17,6.94,1,No,9,8,1,No,560957.6367354785
CLG0100,90,6.94,7.18,3,Yes,10,1,3,No,551022.9892222267
CLG0020,92,9.21,9.49,10,Yes,8,5,3,No,663135.6650645382
CLG0072,91,6.1,6.43,4,No,3,7,5,No,496758.270538428
CLG0079,87,8.67,8.48,5,No,4,8,2,Yes,594311.4382820702
CLG0097,100,8.79,8.97,3,No,4,8,5,Yes,643474.989925365
CLG0083,87,7.1,6.9,9,Yes,10,6,4,No,523001.5295553202
CLG0048,104,6.49,6.73,5,No,1,7,2,No,557399.2740556466
CLG0076,99,7.35,7.31,7,No,10,4,2,No,563124.3898878659
CLG0017,96,5.47,5.57,7,Yes,1,10,0,No,450804.06124835415
CLG0033,86,5.23,5.15,9,No,8,7,1,No,418869.8133198233
CLG0020,91,5.56,5.22,2,No,2,7,1,No,428646.6562902947
CLG0046,111,5.94,5.62,3,No,5,9,3,Yes,516270.7993917787
CLG0031,107,7.52,7.1,4,Yes,3,2,4,No,565577.2440712386
CLG0051,85,9.25,9.37,8,No,3,8,5,Yes,628858.008268262
CLG0083,101,6.18,6.53,1,Yes,4,9,1,No,536735.6450902307
CLG0019,111,9.68,9.2,9,No,4,3,1,No,697001.2807641913
CLG0062,74,9.77,9.34,5,Yes,6,8,4,Yes,625649.2314424018
CLG0044,108,9.79,9.75,4,No,6,1,1,No,724072.9526074132
CLG0077,90,9.19,9.43,8,No,0,10,0,No,657692.8422511569
CLG0038,108,6.82,6.48,9,No,5,5,1,No,530477.3004110594
CLG0049,88,5.36,5.13,3,No,3,1,0,No,429311.1455950542
CLG0065,72,7.84,7.57,4,Yes,1,1,2,No,513699.40521087317
CLG0011,75,7.79,7.69,1,Yes,5,6,2,No,546377.224527859
CLG0027,100,9.25,8.97,3,No,6,5,0,No,633594.9555363077
CLG0058,103,9.98,9.83,10,No,1,5,5,No,693430.5199572403
CLG0064,86,7.54,7.77,5,No,1,2,5,No,555251.0533144218
CLG0065,109,6.73,6.84,8,No,9,10,3,No,551506.443710931
CLG0015,75,5.93,5.51,1,Yes,10,9,0,No,421776.3127750522
CLG0082,99,5.02,5.16,1,Yes,6,5,3,No,472274.11800906935
CLG0089,81,7.55,7.53,3,Yes,8,3,4,No,542351.2865015477
CLG0001,90,7.78,8.21,9,No,2,7,4,No,601799.9023830415
CLG0019,100,9.12,8.91,9,No,2,6,0,No,648891.3443516814
CLG0056,87,7.52,7.75,1,No,7,6,3,No,558917.2382462339
CLG0064,94,9.58,9.81,4,No,1,5,2,No,681847.6719620415
CLG0034,115,8.14,7.86,8,No,8,4,0,No,621339.066924519
CLG0064,91,9.2,9.6,2,No,6,6,0,No,670208.3704201593
CLG0010,112,5.74,5.73,4,Yes,7,7,3,No,497595.25570719567
CLG0076,83,9.28,9.46,7,No,8,8,4,Yes,653482.1125127325
CLG0060,107,8.38,8.03,7,No,2,2,5,No,616721.2271485765
CLG0039,121,5.85,5.61,5,Yes,5,4,2,No,533412.4998982353
CLG0066,62,5.95,6.04,7,No,7,7,3,No,429337.52824675635
CLG0032,88,9.63,9.45,6,No,0,3,3,No,639006.637313253
CLG0051,108,5.16,5.16,2,No,5,5,2,No,464891.5290427575
CLG0026,96,7.31,7.18,9,Yes,2,10,5,No,543741.47281522
CLG0057,105,6.57,6.71,5,No,7,7,5,No,536577.534484405
CLG0084,90,8.33,8.32,2,No,8,9,0,No,581994.9582173793
CLG0060,101,9.2,8.7,6,No,4,6,0,No,651567.086638624
CLG0055,97,6.8,6.95,10,Yes,1,2,1,No,549859.9418574261
CLG0006,117,7.13,7.05,5,Yes,6,9,2,Yes,589870.0387795845
CLG0007,103,9.91,9.75,2,No,5,6,3,No,716314.2223441048
CLG0066,105,8.92,8.51,10,No,5,10,1,No,634408.8490469595
CLG0081,93,9.49,9.21,10,No,0,2,1,No,647072.2850654976
CLG0026,92,7.19,6.91,7,No,0,1,1,No,512606.3011442162
CLG0095,93,6.17,6.61,10,No,5,4,0,No,521509.627709702
CLG0098,105,7.06,6.99,2,Yes,5,2,4,No,568482.7764565832
CLG0082,93,8.58,8.12,7,Yes,3,7,1,No,605766.2660066562
CLG0078,104,5.55,5.19,6,Yes,7,7,3,No,464016.2851467421
CLG0005,131,6.35,5.93,4,Yes,8,3,5,No,550708.0895249589
CLG0087,113,5.23,5.32,4,No,5,10,0,No,511966.6867713171
CLG0001,95,7.16,6.85,6,No,9,1,5,No,524637.3699317985
CLG0084,118,9.14,9.14,9,No,7,2,4,Yes,684422.2634489539
CLG0002,93,5.12,4.99,10,Yes,7,8,4,No,417925.0276610043
CLG0065,69,8.38,8.68,6,Yes,1,4,1,No,582661.2476255825
CLG0010,84,9.66,9.48,6,Yes,3,3,1,No,642442.4654769796
CLG0050,71,6.18,6.14,1,No,0,10,0,No,462542.5009512877
CLG0051,94,8.47,8.69,5,Yes,0,7,1,No,630651.3317302176
CLG0069,100,9.88,9.81,1,No,5,10,0,No,701522.818566378
CLG0041,125,9.81,10.1,9,No,6,4,4,Yes,761614.7213253356
CLG0058,104,6.17,6.33,10,No,4,2,3,No,520360.05234839366
CLG0077,96,5.5,5.41,4,Yes,7,3,3,No,453015.22603658336
CLG0068,112,5.74,5.74,2,No,8,4,2,No,502862.1684304726
CLG0024,66,8.51,8.98,9,No,3,1,5,No,588659.6314522536
CLG0091,103,8.63,8.79,6,Yes,0,8,2,Yes,639840.1150598982
CLG0056,111,8.37,8.77,10,Yes,5,8,2,Yes,656843.8049847072
CLG0100,77,6.68,6.36,3,No,0,5,3,No,479552.8891952695
CLG0036,117,5.85,5.83,2,Yes,1,6,1,No,513391.4484057228
CLG0002,105,7.9,8.31,6,Yes,10,4,0,No,618412.958795623
CLG0096,93,7.42,7.24,10,Yes,3,3,3,No,519702.165212889
CLG0056,109,8.64,9.11,6,Yes,3,3,2,No,672702.4404443634
CLG0081,134,7.21,6.81,9,Yes,5,4,2,No,611471.5684618546
CLG0012,102,6.69,7.09,5,No,7,6,5,No,553735.2561692274
CLG0012,103,6.47,6.42,9,No,2,2,1,No,523601.73877340637
CLG0085,93,6.06,5.63,5,No,5,6,2,No,473410.9410877769
CLG0072,87,6.33,6.71,2,Yes,2,8,2,No,515287.75483978406
CLG0022,112,5.47,5.22,1,Yes,1,9,0,No,486163.68478405883
CLG0074,87,6.73,6.25,9,Yes,3,4,1,No,491696.96807958547
CLG0084,101,5.18,4.82,10,No,3,5,4,No,431220.8484018783
CLG0062,92,5.93,6.09,7,Yes,1,8,4,No,481092.2093269224
CLG0064,107,8.73,9.21,3,No,10,10,2,Yes,677509.5574267582
CLG0028,105,6.63,6.24,6,Yes,2,2,2,No,526487.6420592751
CLG0089,115,8.34,8.3,10,No,8,10,0,Yes,644342.3312656448
CLG0028,92,8.58,8.26,4,No,9,2,4,No,595840.0875635156
CLG0004,95,7.91,8.16,9,Yes,8,9,1,No,601486.6916418163
CLG0045,85,9.79,9.41,2,No,9,6,1,No,644194.5885290807
CLG0090,93,5.11,4.85,4,No,6,10,3,No,417207.6921198926
CLG0013,105,8.69,8.39,1,No,1,9,5,Yes,631195.803718033
CLG0083,111,9.79,9.84,7,No,4,10,3,Yes,719059.2383373415
CLG0098,86,9.31,9.68,4,Yes,7,7,1,No,640125.340134954
CLG0080,113,5.84,5.85,5,No,0,5,3,No,513767.9443337424
CLG0004,120,6.63,6.19,1,Yes,0,9,5,Yes,548881.0009606312
CLG0061,106,5.86,5.92,2,Yes,10,9,5,No,511730.41369033844
CLG0084,128,8.01,8.31,4,Yes,10,2,0,No,668598.6319878985
CLG0026,88,8.56,8.19,2,Yes,5,8,2,Yes,597232.6863518306
CLG0094,81,6.59,6.16,1,Yes,6,8,1,No,471961.485636699
CLG0006,73,7.7,7.39,10,No,6,2,4,No,520556.3140279289
CLG0077,122,8.45,8.7,1,No,2,10,4,Yes,674671.5059737399
CLG0056,109,7.11,7.2,6,No,9,7,1,No,549639.6318251853
CLG0100,99,9.27,9.31,2,No,3,1,3,No,655347.0467405863
CLG0081,104,8.86,8.61,3,No,8,5,3,No,632293.7982548561
CLG0027,83,5.32,5.15,5,Yes,10,5,1,No,434701.26210457785
CLG0035,136,8.11,8.58,3,Yes,9,10,1,Yes,703779.360254316
CLG0097,101,6.18,5.92,6,No,3,5,1,No,489047.16385246883
CLG0082,101,7.79,8.19,7,No,4,2,0,No,603014.1683961923
CLG0058,110,9.78,9.86,10,Yes,5,3,4,No,705713.4185168342
CLG0084,107,9.4,9.02,6,Yes,6,6,0,No,661496.9596354145
CLG0063,103,7.02,6.99,2,Yes,4,1,5,No,559193.040290087
CLG0033,88,6.46,6.91,9,No,6,6,0,No,530222.3367419178
CLG0095,107,6.17,6.09,2,No,1,6,2,No,517660.697319035
CLG0083,128,7.66,8.02,6,No,6,7,0,No,662428.2327550295
CLG0097,120,5.57,5.33,9,No,4,9,5,Yes,486329.18721985316
CLG0081,123,7.75,7.82,9,No,9,9,4,Yes,641118.9610461527
CLG0033,92,5.01,5.35,2,No,4,4,3,No,446436.6284228809
CLG0100,85,6.62,7.04,9,No,10,2,4,No,496661.5353534353
CLG0069,98,6.1,6.09,8,No,5,5,1,No,486823.20689018094
CLG0040,100,9.86,10.0,7,Yes,8,1,5,No,692680.5245309642
CLG0047,116,8.64,8.14,8,No,3,5,1,No,639999.5316071002
CLG0045,74,6.75,6.5,10,Yes,4,10,1,No,481033.18822764675
CLG0027,122,5.46,5.24,8,No,4,3,0,No,508050.9231678657
CLG0007,97,7.58,7.17,1,Yes,2,7,5,No,564671.4236709537
CLG0058,93,6.07,5.85,9,Yes,2,7,2,No,475456.72867133096
CLG0014,84,7.68,7.5,6,No,0,3,3,No,534382.8287741177
CLG0004,75,9.18,9.65,1,No,3,5,0,No,628861.475572967
CLG0082,112,8.08,8.25,1,Yes,8,9,1,Yes,647690.1931398686
CLG0034,101,8.17,8.1,7,No,1,4,4,No,612160.6022152818
CLG0080,80,7.71,8.2,10,No,9,2,1,No,574275.316960482
CLG0091,80,9.64,9.29,2,Yes,3,3,4,No,635937.4890256352
CLG0038,94,9.66,9.64,6,Yes,8,1,3,No,660465.7953980828
CLG0020,125,7.56,7.71,5,No,8,5,1,No,630076.3947260763
CLG0046,96,6.53,6.09,5,Yes,7,9,5,No,492709.89494447905
CLG0019,77,7.3,7.52,10,No,1,2,5,No,549476.4843398904
CLG0001,96,5.93,5.53,6,Yes,10,3,3,No,480786.4810881268
CLG0023,95,8.18,7.82,8,Yes,2,3,1,No,573353.4424594162
CLG0062,59,7.5,7.16,5,Yes,5,7,1,No,485100.44210726256
CLG0073,99,5.52,5.95,8,Yes,1,10,4,No,498601.53263043816
CLG0028,96,5.99,6.17,5,No,2,7,2,No,507763.8144001417
CLG0084,110,7.4,7.56,10,No,0,1,5,No,603893.8682678839
CLG0080,127,9.44,9.5,6,Yes,3,3,4,Yes,728259.3664372973
CLG0077,116,7.83,7.62,8,Yes,10,1,0,No,622561.9111650377
CLG0033,95,8.41,8.53,2,No,5,9,3,Yes,619785.7657000929
CLG0003,83,6.7,6.61,7,Yes,0,7,3,No,502329.8764441844
CLG0079,138,7.86,7.51,3,No,0,5,2,No,654878.6152669904
CLG0016,100,7.24,7.43,9,Yes,7,7,1,No,573145.774399647
CLG0030,100,8.3,7.93,10,Yes,6,3,3,No,578759.919436316
CLG0025,99,5.25,4.94,7,Yes,6,3,2,No,440896.20199910464
CLG0078,102,7.47,7.79,3,Yes,6,1,0,No,600447.4852254499
CLG0001,97,6.48,6.64,8,No,4,5,3,No,537478.264474172
CLG0033,91,6.63,6.76,10,Yes,3,7,0,No,523285.3962877913
CLG0037,91,9.8,9.72,2,Yes,6,3,5,No,679985.2965524249
CLG0029,99,5.91,5.81,10,No,10,5,4,No,496739.1451003611
CLG0037,91,6.56,6.75,8,No,2,10,3,No,522635.27859752433
CLG0061,89,7.55,7.79,7,No,8,1,3,No,552262.3097167175
CLG0008,101,9.32,9.33,5,Yes,1,7,1,No,665689.2855745816
CLG0001,96,7.08,7.55,4,Yes,0,8,0,No,579905.999568289
CLG0063,122,8.72,9.18,10,No,7,8,4,Yes,707824.3041309597
CLG0088,60,9.28,9.19,10,No,5,1,2,No,553745.78762415
CLG0065,116,6.55,6.87,1,No,3,4,4,No,561435.6719846688
CLG0046,118,6.96,7.0,4,Yes,9,9,3,Yes,575630.694690416
CLG0043,68,6.78,6.79,6,Yes,8,2,5,No,471997.34627799154
CLG0010,94,9.16,8.71,6,No,4,1,0,No,633759.0897527848
CLG0082,94,5.22,5.29,2,No,10,6,3,No,470659.68349123123
CLG0085,78,6.54,6.94,9,Yes,0,1,2,No,502075.8469113923
CLG0010,88,8.4,8.68,1,No,0,6,2,No,614079.8609827934
CLG0062,83,7.83,8.12,4,Yes,6,1,3,No,574987.5448228962
CLG0086,126,7.18,6.84,4,No,0,6,5,No,596802.2931825232
CLG0051,114,7.7,7.56,2,No,5,9,3,Yes,601230.0860456283
CLG0045,119,5.99,5.72,8,No,6,5,3,No,528134.3235705083
CLG0073,110,7.15,6.97,2,No,10,4,0,No,584482.8915096307
CLG0073,83,7.51,7.59,2,Yes,9,8,1,No,541887.5578443605
CLG0045,92,9.51,9.37,2,Yes,4,4,2,No,640181.9478002765
CLG0085,107,6.3,6.36,1,No,2,4,0,No,536566.2495776716
CLG0058,81,9.34,9.28,5,Yes,2,9,2,Yes,615515.8754325825
CLG0095,110,8.22,8.01,4,No,1,1,3,No,629429.1294115861
CLG0066,96,5.1,4.7,2,No,10,3,2,No,436939.6528181273
CLG0024,94,8.62,9.01,1,Yes,0,4,5,No,630347.4094208144
CLG0097,110,5.18,4.69,1,No,10,8,5,No,462917.3356648146
CLG0075,106,9.99,9.49,2,Yes,7,1,5,No,680470.2907157076
CLG0065,94,9.36,9.69,1,Yes,8,3,4,No,659054.2103192902
CLG0055,117,6.49,6.99,9,No,1,2,2,No,579678.6892376008
CLG0051,83,6.29,6.52,2,No,3,6,5,No,484708.6190771295
CLG0072,109,6.91,6.43,3,Yes,2,9,4,No,529433.4758946159
CLG0073,108,6.78,6.51,9,Yes,3,10,0,No,515141.7878736538
CLG0021,95,6.86,7.33,5,No,3,9,0,No,555898.0520201176
CLG0047,104,6.59,6.9,8,Yes,7,10,5,No,534875.0998078922
CLG0022,81,8.11,8.18,7,No,10,5,4,No,577204.7989412058
CLG0029,113,5.82,5.56,6,No,2,3,2,No,509805.79526217066
CLG0040,97,9.23,8.74,2,Yes,2,8,5,Yes,628081.5493803588
CLG0003,92,9.06,8.58,4,No,5,9,0,No,612229.5540090187
CLG0049,115,7.38,7.49,9,Yes,10,9,2,Yes,597029.5517413574
CLG0025,89,9.26,8.78,7,No,2,1,1,No,628213.9665879112
CLG0082,78,6.24,6.73,3,Yes,4,10,5,No,485150.14858788374
CLG0011,76,5.09,4.77,6,Yes,3,5,1,No,378006.6067890863
CLG0094,109,8.1,8.31,8,No,10,10,5,Yes,633829.0377437319
CLG0089,80,7.29,6.95,8,No,3,9,4,No,515782.53772134974
CLG0075,126,7.84,7.88,8,No,1,3,4,No,650203.902884963
CLG0098,68,9.5,9.08,8,Yes,8,7,2,No,587289.0396727407
CLG0088,125,9.85,10.12,10,No,4,9,1,Yes,757869.9968184815
CLG0048,103,8.17,8.25,6,Yes,4,2,1,No,615264.9671715322
CLG0032,98,8.82,8.41,10,No,6,2,4,No,607263.1746818932
CLG0003,91,5.42,5.77,3,Yes,2,5,3,No,476552.54724424303
CLG0045,105,5.8,5.85,9,No,5,8,2,No,503326.2330436795
CLG0089,99,8.67,9.09,3,Yes,0,10,2,Yes,650608.8260089309
CLG0020,116,7.16,7.58,4,Yes,4,5,0,No,610087.6915344463
CLG0020,101,7.23,7.65,10,No,4,8,4,No,592318.9422295367
CLG0051,102,6.54,6.12,1,No,8,4,0,No,510668.85572469945
CLG0081,94,8.04,7.66,2,Yes,4,9,3,No,576682.832077172
CLG0020,99,5.93,6.42,6,No,7,4,0,No,499783.57311178517
CLG0082,104,8.13,8.12,1,Yes,2,5,3,No,603439.3063378617
CLG0014,74,5.87,5.61,9,No,10,7,0,No,436202.0011442873
CLG0098,79,5.32,5.59,8,No,5,9,4,No,434807.72792867426
CLG0080,111,6.65,6.41,2,No,1,5,3,No,542544.1707026587
CLG0032,102,6.16,6.39,2,No,8,7,2,No,529180.5997936882
CLG0072,97,9.44,9.78,8,Yes,5,4,4,No,681770.3200867481
CLG0042,100,5.27,5.55,8,No,4,2,4,No,499914.6930250129
CLG0080,105,5.88,5.65,1,No,8,2,5,No,506026.1938343497
CLG0039,91,7.74,7.64,5,Yes,0,5,1,No,561745.0279262711
CLG0038,88,7.41,7.32,2,Yes,2,2,2,No,543293.0626697034
CLG0064,102,5.23,5.22,1,No,1,2,0,No,476049.769055325
CLG0004,85,5.04,4.71,3,No,8,2,4,No,403349.2893782218
CLG0099,106,9.94,9.89,3,Yes,10,4,0,No,694441.8277915269
CLG0092,74,8.29,8.3,10,No,5,8,4,Yes,550736.4887425489
CLG0063,115,6.83,6.86,9,Yes,10,7,2,No,572755.6959953584
CLG0061,107,7.35,7.67,10,No,5,5,4,No,604258.4745643835
CLG0078,103,6.33,6.35,1,No,4,7,0,No,523209.6186424136
CLG0005,114,6.72,6.45,2,No,3,6,0,No,551514.0236879573
CLG0066,124,8.25,8.41,9,Yes,3,8,2,Yes,673574.954113976
CLG0045,115,9.41,9.71,5,No,1,8,0,Yes,724896.0383619687
CLG0050,72,5.92,5.74,9,No,6,7,3,No,422870.7758654398
CLG0088,80,9.2,9.35,6,Yes,5,5,4,No,620735.1328217128
CLG0003,90,5.61,5.26,10,No,2,6,3,No,446565.3256757332
CLG0023,100,6.07,5.91,10,No,6,10,1,No,498378.34708178125
CLG0011,107,5.19,5.6,3,No,8,8,1,No,477801.55723912525
CLG0038,89,5.7,6.11,8,No,9,7,5,No,473310.3754356534
CLG0056,102,9.59,9.67,9,No,0,5,5,No,689765.3767053463
CLG0035,88,7.3,7.5,2,No,10,10,4,No,536522.8430068204
CLG0065,90,5.39,5.74,9,Yes,9,8,0,No,484167.84376143344
